Surface,MedAsfc:1x1,MedAsfc:2x2,MedAsfc:3x3,MedAsfc:4x4,MedAsfc:5x5,MedAsfc:6x6,MedAsfc:7x7,MedAsfc:8x8,MedAsfc:9x9,MedAsfc:10x10,MedAsfc:11x11,MedAbsDevAsfc:1x1,MedAbsDevAsfc:2x2,MedAbsDevAsfc:3x3,MedAbsDevAsfc:4x4,MedAbsDevAsfc:5x5,MedAbsDevAsfc:6x6,MedAbsDevAsfc:7x7,MedAbsDevAsfc:8x8,MedAbsDevAsfc:9x9,MedAbsDevAsfc:10x10,MedAbsDevAsfc:11x11,MeanAsfc:1x1,MeanAsfc:2x2,MeanAsfc:3x3,MeanAsfc:4x4,MeanAsfc:5x5,MeanAsfc:6x6,MeanAsfc:7x7,MeanAsfc:8x8,MeanAsfc:9x9,MeanAsfc:10x10,MeanAsfc:11x11,StdDevAsfc:1x1,StdDevAsfc:2x2,StdDevAsfc:3x3,StdDevAsfc:4x4,StdDevAsfc:5x5,StdDevAsfc:6x6,StdDevAsfc:7x7,StdDevAsfc:8x8,StdDevAsfc:9x9,StdDevAsfc:10x10,StdDevAsfc:11x11,MedRelA(10):1x1,MedRelA(10):2x2,MedRelA(10):3x3,MedRelA(10):4x4,MedRelA(10):5x5,MedRelA(10):6x6,MedRelA(10):7x7,MedRelA(10):8x8,MedRelA(10):9x9,MedRelA(10):10x10,MedRelA(10):11x11,MedAbsDevRelA(10):1x1,MedAbsDevRelA(10):2x2,MedAbsDevRelA(10):3x3,MedAbsDevRelA(10):4x4,MedAbsDevRelA(10):5x5,MedAbsDevRelA(10):6x6,MedAbsDevRelA(10):7x7,MedAbsDevRelA(10):8x8,MedAbsDevRelA(10):9x9,MedAbsDevRelA(10):10x10,MedAbsDevRelA(10):11x11,MeanRelA(10):1x1,MeanRelA(10):2x2,MeanRelA(10):3x3,MeanRelA(10):4x4,MeanRelA(10):5x5,MeanRelA(10):6x6,MeanRelA(10):7x7,MeanRelA(10):8x8,MeanRelA(10):9x9,MeanRelA(10):10x10,MeanRelA(10):11x11,StdDevRelA(10):1x1,StdDevRelA(10):2x2,StdDevRelA(10):3x3,StdDevRelA(10):4x4,StdDevRelA(10):5x5,StdDevRelA(10):6x6,StdDevRelA(10):7x7,StdDevRelA(10):8x8,StdDevRelA(10):9x9,StdDevRelA(10):10x10,StdDevRelA(10):11x11
Aimaginotherium_FMOE29621_2_b.sur,5.423651993,7.085296491,6.860569736,7.180149668,6.289402605,6.832611208,6.545358816,7.200469845,7.115512415,7.042686436,6.848778121,0,2.138324747,1.910987436,2.681077467,3.078423523,2.999838084,3.246541448,3.525318358,4.043859587,4.277033933,4.419344944,5.423651993,6.160451349,6.226334695,6.594859907,6.863435669,6.805088401,7.03214929,7.444406433,7.92660447,8.14426327,8.033434564,0,1.5599295,2.324342763,3.133612924,4.223829748,3.685567242,4.198229523,4.847973527,5.610629444,5.874432796,6.235809738,1.02665056,1.027820084,1.022262532,1.021523088,1.020449554,1.018372207,1.01496321,1.01498809,1.015727222,1.014127815,1.013786719,0,0.006663891,0.0065037,0.007928444,0.009774745,0.009888768,0.009583238,0.00988628,0.01004533,0.010308535,0.010592817,1.02665056,1.023731565,1.02076885,1.020344811,1.020611625,1.019908887,1.018483206,1.0186494,1.019039431,1.018722227,1.018511426,0,0.004949076,0.008009248,0.010252844,0.01287693,0.012913932,0.012353552,0.013709965,0.014734552,0.014716974,0.0157909
Aimaginotherium_FMOE29621_2_c.sur,5.280934593,6.438458031,5.022151453,5.775981141,5.911224397,6.322328047,6.167583321,6.364375807,6.114736069,6.606917541,6.683252186,0,1.433361674,1.441483768,1.423790292,1.536594379,1.842037789,1.766654658,1.924917138,2.014229122,2.248591443,2.492661781,5.280934593,5.370178461,5.559911304,5.671228681,5.784481756,6.026730439,5.984313715,6.200029359,6.179426583,6.629590865,6.618244972,0,1.373466734,1.686565681,1.887704288,1.908816482,2.499632083,2.32003669,2.381315727,2.714135358,3.450109271,3.315831497,1.019506935,1.022115009,1.015947608,1.016895599,1.016548168,1.014769985,1.014329823,1.014800373,1.01358908,1.012508074,1.012809278,0,0.006461344,0.003651061,0.003387238,0.004601134,0.00493458,0.004389655,0.004834914,0.004833127,0.005043744,0.005323832,1.019506935,1.018754899,1.017008905,1.016250495,1.016222194,1.015412488,1.014878404,1.014799084,1.014467078,1.013835824,1.013461392,0,0.004812526,0.004137529,0.004258976,0.005998199,0.007146265,0.005723639,0.006106278,0.006952695,0.00673786,0.006683775
Aimaginotherium_FMOE29621_2_d.sur,4.862079066,5.938394216,5.630262761,5.924644914,5.898187349,6.251925748,5.918248033,5.907971785,5.82449666,6.041241844,5.690125818,0,1.700269339,1.39425384,1.586003821,1.728352095,2.511553373,3.186301337,3.471108554,3.923957002,4.07468836,4.381953551,4.862079066,4.955217935,5.392267481,5.762116818,6.079244772,6.585087861,7.135108939,7.429457721,7.687431491,7.845611544,8.099952561,0,1.434727459,1.540052303,2.036757605,2.208806016,3.243277139,4.540463261,5.400135468,6.500909396,7.096983404,8.221988118,1.019457715,1.025923852,1.016395768,1.015904307,1.016139177,1.016951957,1.013745016,1.014225789,1.013169512,1.012504073,1.012010122,0,0.011356804,0.005622083,0.005622323,0.005812244,0.006894382,0.007231459,0.008067461,0.009354855,0.009495402,0.009802088,1.019457715,1.019413684,1.01706455,1.016420207,1.016889159,1.016924935,1.016358251,1.016855057,1.017530396,1.017285672,1.017117474,0,0.008869789,0.006369117,0.007242958,0.008417297,0.009286275,0.00984637,0.010840628,0.013340407,0.014822592,0.016873201
Aimaginotherium_FMOE29819_1_a.sur,2.985820524,3.884806312,3.215213583,2.903854632,3.005766529,2.749810147,3.068537084,2.754633177,2.661802425,2.518286042,2.57434875,0,2.295256294,1.211918123,1.572728044,1.454711471,1.654970596,1.964866907,2.047219136,2.229950902,2.267685881,2.369855011,2.985820524,2.987309559,3.036817774,3.032100484,3.034930546,3.11691447,3.200324848,3.278841596,3.444847885,3.371482423,3.462599594,0,1.700949641,1.466200638,1.85485083,1.761222398,2.054162662,2.55055716,2.625160408,3.530299262,3.073860922,3.295471013,1.008246237,1.010902047,1.008106688,1.008405616,1.008105209,1.007646018,1.0066078,1.005982786,1.006572885,1.005366997,1.005477096,0,0.006283345,0.003482744,0.00486045,0.004133892,0.004765345,0.005102988,0.005198893,0.005223032,0.005662131,0.005181558,1.008246237,1.008348884,1.008249819,1.008347512,1.008276701,1.008094854,1.008250334,1.008102346,1.008055005,1.008089243,1.007615305,0,0.004607059,0.004069008,0.005845189,0.004891113,0.006335399,0.007447775,0.007352215,0.008906378,0.008548638,0.008280984
Aimaginotherium_FMOE29819_1_b.sur,2.598328171,4.171870346,2.334557434,3.43370389,2.030813978,2.316576708,2.509141012,2.283122609,2.453331677,2.368929249,2.437520755,0,1.909263975,1.976763684,2.02596667,1.944708514,1.879569277,2.074405285,2.430705469,2.357017749,2.54957417,2.760638012,2.598328171,2.819458747,3.167124391,3.381093438,3.138944669,3.12784903,3.298576765,3.500907696,3.393293441,3.532825445,3.728559213,0,1.582582636,2.649263499,2.744542974,2.335142607,2.47854629,2.510683848,3.231921906,3.065707403,3.340444561,4.13919375,1.011444727,1.019152181,1.00655814,1.01085991,1.006912978,1.00602802,1.006742206,1.004937189,1.005524816,1.005144453,1.004826833,0,0.011759213,0.007917123,0.00808057,0.00727513,0.006479134,0.006736328,0.007171098,0.006760355,0.00701051,0.006742029,1.011444727,1.011498042,1.011144956,1.011141844,1.010063636,1.0095727,1.009523483,1.009517283,1.009194413,1.009068707,1.008823705,0,0.009087786,0.010787414,0.010507608,0.008819796,0.008898979,0.0086311,0.009697452,0.009428045,0.009821611,0.010412798
Aimaginotherium_FMOE29819_1_c.sur,3.587829193,4.506173723,3.302165291,3.890573007,3.3804595,3.801575426,3.441268064,3.860335593,3.671723483,3.836379809,3.479988998,0,1.464219956,1.266048766,1.29635644,1.725609825,2.320684001,2.082322851,2.475528259,2.797784857,2.858983326,2.815015169,3.587829193,3.6016656,3.726401851,3.870456812,4.080558527,4.389352235,4.114462684,4.38903962,4.601283548,4.74959452,4.658696139,0,1.162546539,1.505761174,1.882447677,2.499944888,3.743456455,2.701630764,3.460230542,4.169814662,5.374788613,4.036826219,1.01197902,1.01451934,1.010296029,1.011478572,1.009034118,1.009444513,1.008184145,1.009060406,1.008625316,1.007381589,1.007123084,0,0.00526121,0.002730414,0.003809106,0.005314086,0.006467214,0.006301644,0.007073075,0.007292849,0.00690571,0.00718878,1.01197902,1.012011497,1.011769599,1.011923986,1.011833254,1.011731012,1.011125162,1.011675164,1.011559703,1.010896317,1.011067042,0,0.003781605,0.003859163,0.006064759,0.008152686,0.009552102,0.008531517,0.010370708,0.01084545,0.010933502,0.010756637
Aimaginotherium_FMOE29819_1_d.sur,3.019453081,3.645358351,3.008697719,3.353075367,2.677826145,3.173845975,3.074460379,3.149278787,3.269780139,2.657836033,2.929093898,0,0.82079892,1.10423714,1.4327101,1.476607588,1.912859861,1.506334532,1.910135359,2.443624997,2.059305904,2.344543272,3.019453081,3.041610306,3.123323938,3.399692977,3.353633182,3.828975793,3.251018874,3.560999782,4.081898197,3.574277054,3.830773824,0,0.860472494,1.265950427,2.402404747,2.134131242,3.860616273,2.053727391,2.819058556,5.178088698,2.764019677,3.720872551,1.009625223,1.012808388,1.007237038,1.007297311,1.007024303,1.007908003,1.006832825,1.006163394,1.006123671,1.005354545,1.005318985,0,0.006912001,0.004496238,0.004677251,0.005071183,0.005054693,0.004747762,0.005337019,0.005439654,0.005284954,0.005830524,1.009625223,1.009692668,1.009528143,1.009712827,1.009449598,1.009230519,1.008706104,1.008815554,1.009013388,1.008265997,1.008575111,0,0.005204327,0.005617619,0.009070508,0.007583789,0.009392144,0.007122906,0.008654241,0.010228293,0.007667157,0.009430516
Aimaginotherium_FMOE29819_2_a.sur,2.859522241,5.131707157,3.439915619,3.202178205,2.958556477,3.149600182,3.290528624,2.930532762,2.992273289,3.020543835,2.930104096,0,3.017511313,2.033332284,1.391499447,1.913792182,1.395622354,1.6249681,1.810582975,1.440501232,1.62902605,1.384046829,2.859522241,3.694187601,4.181676419,3.596462806,3.899143694,3.533829623,3.724423103,3.494320702,3.180101591,3.660065614,3.327081002,0,2.190611283,2.977519575,2.150212943,3.526398812,2.176524603,2.741265118,3.60821907,2.030950461,3.640246518,2.163639221,1.013418155,1.017076603,1.013663431,1.013522251,1.012358171,1.010435805,1.009724002,1.00858929,1.007619145,1.007577817,1.006670434,0,0.006369668,0.005019925,0.004669097,0.005523509,0.004439186,0.004787279,0.005147159,0.004064281,0.004763671,0.003933931,1.013418155,1.013405009,1.013478589,1.012972603,1.012336168,1.011031541,1.010738458,1.010176264,1.008677937,1.009273002,1.008221492,0,0.005504707,0.006264942,0.006253162,0.007180345,0.006483526,0.006561079,0.009025038,0.00549956,0.009722581,0.005913187
Aimaginotherium_FMOE29819_2_b.sur,3.247524735,5.353280894,2.498730213,3.179973011,3.11937674,2.975063534,2.476809435,2.892212114,2.962091968,2.440522665,2.718210697,0,3.189660297,2.416892695,1.799108978,2.579671218,2.732945306,4.059682158,3.142553348,2.780224403,3.795183925,3.803060811,3.247524735,3.704660371,4.22433019,3.728701963,4.555588634,4.538110297,3.012991196,3.993008463,4.508276696,4.355125817,4.094118635,0,2.276537484,3.908807711,2.726451916,4.770468331,4.309723621,9.216059129,6.507862287,4.408506423,7.53875966,7.941817432,1.015205424,1.021792391,1.010458226,1.011093706,1.008405263,1.008960694,1.006881715,1.007384492,1.006116078,1.005440595,1.005388398,0,0.015307518,0.008278179,0.007582439,0.008341637,0.009036242,0.009169492,0.008625983,0.008084997,0.008563069,0.008276065,1.015205424,1.014843114,1.014599715,1.013705875,1.01345825,1.01364457,1.013198011,1.012688722,1.011586636,1.011724677,1.011452445,0,0.010975832,0.013118185,0.012582133,0.014881933,0.015323569,0.01625853,0.017694698,0.014757251,0.016721822,0.016398459
Aimaginotherium_FMOE29819_2_c.sur,4.612148309,5.618360124,4.285168177,4.674594967,3.656053768,4.059614171,4.31819317,4.056159711,4.760404525,4.106465913,3.707962935,0,1.602868321,3.539058062,4.842184202,5.744270626,4.67182891,5.614936923,5.079347493,5.595302475,7.243706521,6.533988375,4.612148309,4.685569329,4.950082696,7.52324205,7.293600521,7.221919767,7.85545033,7.57230896,8.098594411,8.611542297,7.747975563,0,1.185061174,4.838603325,8.206425651,11.87227196,8.778371962,11.74575519,8.870146154,11.47441073,20.39398944,18.3202528,1.021108303,1.021748652,1.016081404,1.01608131,1.011329969,1.012430495,1.010858712,1.010268542,1.009945638,1.009368015,1.00799115,0,0.007646499,0.009364599,0.00914267,0.011439088,0.01284483,0.013632843,0.013905999,0.014503452,0.016832758,0.019008567,1.021108303,1.018191303,1.019555563,1.019182085,1.019325505,1.020179718,1.019966396,1.020027088,1.020359711,1.022269149,1.023770575,0,0.005503238,0.012244522,0.015588463,0.020991525,0.024479077,0.028675112,0.02858254,0.032840465,0.064574688,0.087826088
Aimaginotherium_FMOE29819_2_d.sur,2.234130817,3.16418566,2.303369464,2.656995218,2.520604806,2.834530254,2.478471316,2.484489517,2.429353619,2.472493002,2.303245744,0,1.217094962,0.962968626,1.046309078,0.94058005,1.101734222,1.086781727,1.175297065,1.148179235,1.176034691,1.200751451,2.234130817,2.343896243,2.473369273,2.437051489,2.41800655,2.473769963,2.482275613,2.518182448,2.510489761,2.528937544,2.523093869,0,0.97660141,1.008535479,1.138208003,1.0943232,1.207752345,1.290559698,1.361479323,1.357771491,1.370347084,1.460647509,1.009120474,1.0118748,1.008175571,1.008504314,1.006349034,1.00655679,1.006315933,1.005593088,1.005584882,1.005407695,1.004678328,0,0.005389228,0.002564898,0.003508385,0.002915593,0.00313475,0.002885,0.002849354,0.002695587,0.002758274,0.002836772,1.009120474,1.008831753,1.007501669,1.00718762,1.006577665,1.006465666,1.006268912,1.005968591,1.005743997,1.005549872,1.005419471,0,0.004106164,0.003010416,0.00377589,0.003368574,0.003546077,0.003394617,0.003352386,0.00326291,0.003287722,0.003495146
Aimaginotherium_FMOE30935_1_a.sur,3.049343932,4.497222464,2.164909603,2.641413116,1.918695558,2.248760699,1.916945849,1.54775735,1.124118915,1.41849345,1.197306233,0,3.054671342,1.865817927,2.158448486,2.139447395,2.523407121,2.663857346,2.793674481,2.89506744,2.939347336,3.275239287,3.049343932,3.084869647,3.114201539,3.059790458,3.137059462,3.312582694,3.318022138,3.392841844,3.433896077,3.50860427,3.712486645,0,2.173377331,2.32385164,2.762685055,3.00072729,4.152591088,4.041043106,4.212707644,4.746268737,5.165872624,5.512859812,1.006698658,1.009560851,1.004923332,1.005647329,1.003263511,1.004581176,1.002601408,1.003026003,1.002194817,1.002534097,1.002124063,0,0.006657901,0.004150081,0.005050452,0.005527431,0.005577252,0.006097186,0.005927293,0.006172309,0.006100203,0.006624433,1.006698658,1.006821934,1.006907195,1.006921103,1.007210121,1.007109259,1.007205121,1.006999499,1.007075641,1.007030292,1.00735157,0,0.004853632,0.005315968,0.007650008,0.010108629,0.010770741,0.010272906,0.009985155,0.011555107,0.011813279,0.012481794
Aimaginotherium_FMOE30935_1_b.sur,1.944355707,2.819459604,1.446304822,1.806176947,1.76663493,1.542493041,1.28236249,1.651187536,1.345690943,1.14219454,1.248525706,0,1.534715527,1.092895856,1.232277014,1.466611667,1.681756543,1.845943878,1.910683246,2.083883496,2.364998643,2.197609997,1.944355707,1.990238322,2.014629119,2.101228869,2.303756446,2.283905701,2.454646806,2.438284564,2.533631855,2.733626754,2.578613682,0,1.119449198,1.326033022,1.572276683,1.938632008,2.240523226,2.760192246,2.557538886,3.008433029,3.646658151,3.239643021,1.005706336,1.007884425,1.004672186,1.004990996,1.004506807,1.003380583,1.003005037,1.003433996,1.002582809,1.002304809,1.0021271,0,0.004162618,0.002952889,0.003642511,0.003944778,0.004382811,0.004702384,0.004665123,0.005048725,0.005380021,0.005288226,1.005706336,1.005668372,1.005862447,1.005802197,1.005901119,1.005761028,1.005998431,1.005769455,1.005891306,1.006073608,1.005967074,0,0.00318958,0.004054798,0.004857509,0.005580083,0.00609596,0.007040253,0.006151992,0.007480098,0.009016132,0.00854559
Aimaginotherium_FMOE30935_1_c.sur,2.816579075,5.448565917,2.090006026,2.799580172,2.161424144,2.039934718,1.191368127,1.381211794,1.044809355,1.309106436,0.988108374,0,3.809889701,2.632958133,3.530172612,4.038416236,3.94677364,4.341297613,4.55288852,4.631230784,4.687470957,5.153425133,2.816579075,3.301140741,3.217003034,4.011260299,4.679319001,4.502221036,4.801056967,4.989217235,5.00430163,5.072524702,5.381931661,0,2.761344151,3.243580539,4.38040701,5.939309198,6.035473054,7.503095248,7.609467105,8.582375561,9.094565526,8.572438166,1.012675958,1.023562686,1.007723869,1.007986625,1.006086918,1.00355989,1.003194113,1.002885016,1.001962436,1.002640492,1.001920064,0,0.019939939,0.012362881,0.01318982,0.012590268,0.012763565,0.013758548,0.013969415,0.013935484,0.013626517,0.013968895,1.012675958,1.013579519,1.013459987,1.013909751,1.014045633,1.013879874,1.014782921,1.014804867,1.014595573,1.014293401,1.014550938,0,0.014207,0.015134504,0.016638115,0.01815047,0.020121336,0.023342844,0.023793739,0.025185474,0.024072116,0.023066839
Aimaginotherium_FMOE30935_1_d.sur,1.681399344,2.539266403,1.291158218,1.722862862,1.837166184,1.629022201,1.208477148,1.177853351,0.955479711,1.003808366,0.871644096,0,1.213331765,1.048454899,1.247873317,1.224518433,1.486712632,1.460382685,1.566447299,1.726328561,1.789857572,1.946672273,1.681399344,1.772282487,1.830758283,1.876998506,1.951637254,1.994199817,1.986329518,2.025365034,2.102064961,2.161319491,2.241641274,0,0.915911968,1.270888104,1.570386775,1.717408884,2.133193923,2.330966288,2.531744413,3.105249675,3.179636689,3.609519777,1.005195942,1.007698415,1.003651886,1.003867325,1.004105342,1.002938387,1.002379936,1.00222552,1.001870795,1.001970746,1.00157262,0,0.004902676,0.003148752,0.003722713,0.003710677,0.004234904,0.004074536,0.004338793,0.004351386,0.004398235,0.004758031,1.005195942,1.00520816,1.005190548,1.0051636,1.00517511,1.00527885,1.005151855,1.005260668,1.00515566,1.00513515,1.005342621,0,0.003467838,0.004229373,0.00516593,0.005706361,0.006331087,0.007122631,0.007978049,0.008837405,0.009746659,0.010348815
Aimaginotherium_FMOE30935_2_a.sur,2.58658545,3.688912611,2.2444503,2.761619743,2.330808831,2.575536563,2.325327963,2.567482823,2.238178959,2.577354986,2.255620419,0,1.644103113,1.310157086,1.404338187,1.401842464,1.391583669,1.465220074,1.473115825,1.517472272,1.595307349,1.585311009,2.58658545,2.595111931,2.5678804,2.612311928,2.624181299,2.618346369,2.659650487,2.685323309,2.667146354,2.732726027,2.7108221,0,1.357463695,1.543876345,1.591857613,1.601756899,1.617659608,1.760435715,1.765269012,1.823573559,1.908252581,1.945089768,1.005721592,1.007869791,1.005487208,1.005771087,1.005536313,1.006066683,1.005427963,1.00543028,1.004089718,1.00468633,1.004093446,0,0.003513376,0.002815682,0.002860789,0.002958929,0.002953992,0.003032833,0.003195109,0.003189268,0.003220163,0.003038357,1.005721592,1.005798265,1.005748316,1.005739754,1.005634873,1.005627636,1.005611606,1.005633949,1.005491283,1.005390929,1.005188481,0,0.002681519,0.003374361,0.003478629,0.003297648,0.003557332,0.003837379,0.003923091,0.003887911,0.003913965,0.003813356
Aimaginotherium_FMOE30935_2_b.sur,2.185807325,3.014195367,2.178703063,1.771845539,1.712846208,1.947107843,1.55735254,1.73600132,1.538745811,1.6518993,1.545877456,0,1.908251476,1.32280595,1.376306066,1.397542216,1.364592837,1.53172791,1.568124727,1.663841536,1.645378003,1.661929199,2.185807325,2.207127227,2.235506498,2.339992478,2.352548702,2.307086575,2.437351047,2.331684657,2.433719791,2.415555856,2.400743111,0,1.407090807,1.583787776,1.771506111,1.932331727,1.711657389,2.255901257,2.461683319,2.715689635,2.789531256,2.842224186,1.006118265,1.008241794,1.005921134,1.005052577,1.00424696,1.005241155,1.004006233,1.00409911,1.003882198,1.003847997,1.003509345,0,0.003016893,0.002575431,0.002765406,0.002976923,0.002850818,0.002912654,0.003255802,0.003489465,0.003441358,0.003361908,1.006118265,1.006122417,1.006000291,1.006092247,1.005767495,1.00560321,1.005437959,1.005448028,1.005625165,1.00541371,1.005212885,0,0.00270307,0.003088122,0.003689386,0.003795114,0.003260258,0.004069192,0.005667461,0.007519815,0.006808605,0.006618954
