Surface,MedAsfc:1x1,MedAsfc:2x2,MedAsfc:3x3,MedAsfc:4x4,MedAsfc:5x5,MedAsfc:6x6,MedAsfc:7x7,MedAsfc:8x8,MedAsfc:9x9,MedAsfc:10x10,MedAsfc:11x11,MedAbsDevAsfc:1x1,MedAbsDevAsfc:2x2,MedAbsDevAsfc:3x3,MedAbsDevAsfc:4x4,MedAbsDevAsfc:5x5,MedAbsDevAsfc:6x6,MedAbsDevAsfc:7x7,MedAbsDevAsfc:8x8,MedAbsDevAsfc:9x9,MedAbsDevAsfc:10x10,MedAbsDevAsfc:11x11,MeanAsfc:1x1,MeanAsfc:2x2,MeanAsfc:3x3,MeanAsfc:4x4,MeanAsfc:5x5,MeanAsfc:6x6,MeanAsfc:7x7,MeanAsfc:8x8,MeanAsfc:9x9,MeanAsfc:10x10,MeanAsfc:11x11,StdDevAsfc:1x1,StdDevAsfc:2x2,StdDevAsfc:3x3,StdDevAsfc:4x4,StdDevAsfc:5x5,StdDevAsfc:6x6,StdDevAsfc:7x7,StdDevAsfc:8x8,StdDevAsfc:9x9,StdDevAsfc:10x10,StdDevAsfc:11x11,MedRelA(10):1x1,MedRelA(10):2x2,MedRelA(10):3x3,MedRelA(10):4x4,MedRelA(10):5x5,MedRelA(10):6x6,MedRelA(10):7x7,MedRelA(10):8x8,MedRelA(10):9x9,MedRelA(10):10x10,MedRelA(10):11x11,MedAbsDevRelA(10):1x1,MedAbsDevRelA(10):2x2,MedAbsDevRelA(10):3x3,MedAbsDevRelA(10):4x4,MedAbsDevRelA(10):5x5,MedAbsDevRelA(10):6x6,MedAbsDevRelA(10):7x7,MedAbsDevRelA(10):8x8,MedAbsDevRelA(10):9x9,MedAbsDevRelA(10):10x10,MedAbsDevRelA(10):11x11,MeanRelA(10):1x1,MeanRelA(10):2x2,MeanRelA(10):3x3,MeanRelA(10):4x4,MeanRelA(10):5x5,MeanRelA(10):6x6,MeanRelA(10):7x7,MeanRelA(10):8x8,MeanRelA(10):9x9,MeanRelA(10):10x10,MeanRelA(10):11x11,StdDevRelA(10):1x1,StdDevRelA(10):2x2,StdDevRelA(10):3x3,StdDevRelA(10):4x4,StdDevRelA(10):5x5,StdDevRelA(10):6x6,StdDevRelA(10):7x7,StdDevRelA(10):8x8,StdDevRelA(10):9x9,StdDevRelA(10):10x10,StdDevRelA(10):11x11
Aimaginotherium_FMOE20777_2_c.sur,3.734468765,4.759288879,4.074105018,4.194467144,3.797901097,3.853552021,4.282072446,4.13730183,4.194568822,4.142680309,3.904302881,0,1.901904926,1.270565024,1.251581052,1.575991029,1.637295932,1.657598053,1.883583985,1.987081924,2.022947175,2.410473199,3.734468765,3.814370445,3.994074884,4.08926988,4.142804683,4.255640435,4.268887606,4.316929867,4.462718503,4.541927551,4.704783141,0,1.349346534,1.540029066,1.502755142,1.782373303,2.013454303,2.027177281,2.330743461,2.42084286,2.492905222,3.070140551,1.014781798,1.015728461,1.013113825,1.013574314,1.012088097,1.011265455,1.011439214,1.010883243,1.00982909,1.010050034,1.009577945,0,0.003235356,0.003535978,0.004345583,0.005694155,0.005368956,0.005193631,0.004966391,0.00585991,0.005425841,0.006104222,1.014781798,1.01420312,1.013707057,1.013369183,1.013594283,1.012716822,1.012351676,1.012049526,1.012111768,1.011688761,1.011541368,0,0.002378012,0.004234165,0.005044221,0.006388868,0.006368852,0.006191172,0.006167647,0.007323554,0.006809274,0.007946293
Aimaginotherium_FMOE20777_2_d.sur,6.699766338,7.741211131,6.719735913,7.346676436,6.768748445,7.39676655,7.615201147,7.639963054,7.591174658,7.867469831,7.971718967,0,2.122819585,1.534631834,1.816760751,1.901966805,2.191622067,2.139347275,2.14520297,2.592464213,3.087018624,3.181983789,6.699766338,6.738364846,6.838206831,6.799998378,6.958331186,7.434729223,7.401995222,7.488524796,8.058871572,8.372479826,8.533981693,0,1.563659861,1.747559559,1.88468505,2.237848176,2.663126649,2.546224189,2.73146876,3.787736907,4.502355725,4.370518321,1.022505138,1.027113576,1.020894951,1.02202151,1.019749308,1.019072503,1.019938004,1.020447044,1.018556568,1.018780288,1.016788582,0,0.010984573,0.006079999,0.006761918,0.007258275,0.007441251,0.007715991,0.008558182,0.008537953,0.008955194,0.009879491,1.022505138,1.022465762,1.022060235,1.022087527,1.022177485,1.021297187,1.020866476,1.021351219,1.020657072,1.020686345,1.020696786,0,0.008046048,0.006999908,0.008140172,0.008890061,0.009400807,0.009395547,0.010807181,0.011533258,0.012028889,0.013873911
Aimaginotherium_FMOE27148_1_a.sur,2.219858849,2.538033182,2.63451846,2.710441982,2.00736421,2.245581479,2.231210861,2.220385199,2.08867649,2.00290697,1.65686525,0,0.234773409,0.737609475,0.860510365,1.308247877,1.457448665,1.421322224,1.621395156,1.903559965,1.721973605,1.957431506,2.219858849,2.362247891,2.424552386,2.469865118,2.593055453,2.677118483,2.675921394,2.788430714,2.973919163,2.77281199,2.84586395,0,0.28666878,0.77355279,1.035061602,1.490089864,1.904189093,1.830459116,2.390127849,3.005755187,2.331915422,2.941224778,1.009149291,1.011437152,1.00910609,1.008656382,1.006220202,1.006127719,1.006457197,1.005253248,1.004837859,1.005080562,1.004109339,0,0.003477263,0.002450369,0.003356978,0.004495653,0.004853327,0.004582667,0.004797429,0.005280123,0.004687992,0.005105981,1.009149291,1.00911449,1.008925177,1.008663193,1.008544286,1.00824368,1.008051977,1.007795208,1.007908531,1.007225931,1.007250818,0,0.002817665,0.002851548,0.004536265,0.005960178,0.006724424,0.006666306,0.00754391,0.008890986,0.007407686,0.00806728
Aimaginotherium_FMOE27148_1_b.sur,1.668480543,2.336149264,1.691451196,2.035146154,1.438339971,1.564648528,1.621207818,1.622193377,1.605027459,1.637208844,1.455850568,0,0.855337003,0.930452893,1.026299378,1.243492797,1.222672506,1.274219961,1.257618232,1.417578475,1.34141359,1.518739757,1.668480543,1.761648334,1.852510416,1.909180866,2.056938526,2.012900074,2.073858302,2.003302923,2.117301913,2.068763635,2.17292716,0,0.686035361,1.09526438,1.128978391,1.684997928,1.575781122,1.7231072,1.659472398,1.853154306,1.923779392,2.352564814,1.007546145,1.011696845,1.005124991,1.006344791,1.004772377,1.004362203,1.004151758,1.003728892,1.003531561,1.003367133,1.003267587,0,0.007129869,0.00530752,0.004878605,0.00518047,0.004862444,0.004529311,0.004365402,0.004276996,0.004153553,0.004328625,1.007546145,1.007628916,1.007476851,1.007325678,1.007128855,1.006628032,1.006279207,1.00600214,1.005807352,1.005576061,1.005631207,0,0.005141022,0.006573554,0.00598868,0.006663974,0.006443757,0.006219301,0.005762817,0.005645922,0.00601719,0.00691307
Aimaginotherium_FMOE27148_1_c.sur,1.668178434,2.550116289,1.915495339,1.85825498,1.695861376,1.907351737,1.788500823,1.687846339,1.310596938,1.625536817,1.513223828,0,1.050099808,0.837014781,0.54265487,1.026492652,1.537943324,1.259603104,1.150324239,1.335154928,1.342196974,1.568638357,1.668178434,2.107475568,2.298546848,2.018762904,2.143420234,2.632282928,2.310477174,2.064791801,2.012338721,2.218311806,2.373757984,0,0.761250867,1.638303484,0.924722035,1.539261631,4.696618397,2.225354447,1.896504181,2.161832312,2.467865284,2.889286059,1.007542773,1.00909399,1.006226317,1.006581391,1.005527134,1.005467692,1.005389376,1.005446667,1.004301316,1.003966879,1.003978299,0,0.003847171,0.00266841,0.002356628,0.003866094,0.004246485,0.004207456,0.003761025,0.003884615,0.003905308,0.004374525,1.007542773,1.007479875,1.007627845,1.007196784,1.007225213,1.007352248,1.006930341,1.006536134,1.006215014,1.00606063,1.006382563,0,0.002790416,0.003774637,0.003719914,0.005311325,0.008346255,0.006510033,0.005966757,0.006679526,0.006852995,0.008237017
Aimaginotherium_FMOE27148_1_d.sur,1.288401242,1.542401729,1.264517929,1.109991079,1.104983705,1.255901244,1.302568056,1.119176722,1.077537575,1.122024073,1.07922513,0,0.48879396,0.449487782,0.596612263,0.718136385,0.836496585,0.7848686,0.865098879,0.992425666,0.935001913,0.949284103,1.288401242,1.301260114,1.385365701,1.421423218,1.468908566,1.511809298,1.492345709,1.538115448,1.593917609,1.553551917,1.51627075,0,0.353633531,0.458871986,0.780300747,0.944412288,1.147359271,1.000006793,1.425626799,1.71873573,1.563702025,1.486122836,1.004737389,1.005993305,1.004318542,1.003797002,1.003134577,1.003295026,1.003308435,1.002976939,1.002466946,1.002413984,1.002362194,0,0.001717822,0.001601451,0.002328718,0.002764508,0.002827821,0.00242015,0.002608203,0.002933247,0.002560285,0.002430662,1.004737389,1.004756176,1.004698962,1.00464251,1.004539237,1.004542327,1.004084218,1.004059762,1.004266734,1.003717336,1.00364303,0,0.001456614,0.001899092,0.00293323,0.003861321,0.004196163,0.003184148,0.004272865,0.005523779,0.004123047,0.004059031
Aimaginotherium_FMOE27148_2_a.sur,1.015302663,1.729293771,1.120963562,0.94140495,0.825904269,0.995089217,0.819267308,0.761103502,0.820662737,0.799610894,0.725664062,0,0.790044314,0.89109384,0.692863227,0.864345208,0.799641754,0.802729036,0.822530128,0.843662426,0.837627633,0.833312139,1.015302663,1.205619249,1.366258366,1.166773731,1.283865535,1.141520278,1.240923451,1.175783715,1.243795418,1.210508926,1.218731112,0,0.643264556,1.004507168,0.905517235,1.130309453,1.042108405,1.064590909,1.121237141,1.205893896,1.201153634,1.264623385,1.005692428,1.008123907,1.005898946,1.005085133,1.00254195,1.002950474,1.002604982,1.002117229,1.002296375,1.002039514,1.00190902,0,0.003351562,0.003193676,0.003244713,0.003010715,0.002137727,0.002167426,0.00195201,0.002051532,0.001880213,0.001803352,1.005692428,1.005707045,1.005339682,1.00482991,1.004304225,1.00353065,1.003506881,1.003150615,1.003154127,1.002945314,1.00279158,0,0.002942399,0.003302955,0.003399771,0.003758366,0.002765401,0.002883499,0.002679437,0.002863967,0.002635011,0.002493762
Aimaginotherium_FMOE27148_2_b.sur,1.546618226,2.525227395,1.248998806,1.346707509,0.967549506,1.238595282,1.120173074,1.023183634,0.99046254,0.93292239,0.997010041,0,1.654404864,0.941790541,1.125234244,1.125014046,1.185087019,1.169018983,1.293040968,1.231242665,1.264696901,1.298127235,1.546618226,1.572401964,1.59064547,1.68065215,1.672083739,1.693357771,1.735226522,1.832092185,1.769004393,1.806851974,1.805189371,0,1.19658225,1.191350984,1.591643622,1.61470558,1.623853127,1.809870619,2.480848543,1.912815766,2.211370377,2.393134626,1.008216798,1.011868245,1.006216128,1.00436399,1.003012076,1.00345355,1.002766028,1.002567642,1.002467469,1.002325105,1.002434367,0,0.007094617,0.003508699,0.003818761,0.003575275,0.002991441,0.003077135,0.002616314,0.002627544,0.002638228,0.002430997,1.008216798,1.007308603,1.006297017,1.005636329,1.005202744,1.004481847,1.004596389,1.004116312,1.003971543,1.003911349,1.003702057,0,0.005447234,0.004582171,0.005279434,0.004484834,0.003859312,0.004685587,0.004268912,0.003720306,0.005315197,0.003880115
Aimaginotherium_FMOE27148_2_c.sur,0.658153636,0.699502261,0.561211126,0.584362958,0.579602333,0.575020597,0.537211393,0.54945175,0.553559998,0.597283362,0.552892985,0,0.026330754,0.235441947,0.275342446,0.305300668,0.332479763,0.329873756,0.331044398,0.352206623,0.359967311,0.372341642,0.658153636,0.684161668,0.713087754,0.713121233,0.72635664,0.723751874,0.726501973,0.732422303,0.74954872,0.760229834,0.754987183,0,0.019649056,0.31831468,0.369869849,0.523431249,0.569371849,0.684193315,0.660157581,0.809560508,0.745114672,0.866606404,1.003407702,1.003993887,1.002083344,1.001844865,1.001644586,1.001533577,1.001482856,1.001386823,1.001357419,1.001373805,1.001181498,0,0.001440775,0.001117261,0.001099638,0.000984908,0.000860381,0.000865726,0.000869238,0.00086245,0.000864741,0.000786995,1.003407702,1.003020781,1.00260588,1.002417402,1.002172688,1.002015256,1.001893335,1.001903589,1.001839602,1.001780529,1.001652388,0,0.001141932,0.001513958,0.001816593,0.001864532,0.001744765,0.001945825,0.001847737,0.001914493,0.00198471,0.001767431
Aimaginotherium_FMOE27148_2_d.sur,0.668328288,0.995716111,0.490175799,0.563872203,0.512820338,0.570389746,0.504915329,0.542470402,0.523751421,0.50722665,0.50391838,0,0.574685025,0.359394499,0.367535365,0.350547309,0.378202689,0.365978724,0.382953671,0.374689505,0.38786335,0.359001268,0.668328288,0.691659006,0.712179385,0.716527965,0.708425543,0.721474528,0.71844598,0.719543247,0.711145738,0.732022906,0.698319226,0,0.408002804,0.441846938,0.444737518,0.454888955,0.490164827,0.489870218,0.488277692,0.52384888,0.546245584,0.519605918,1.003708969,1.004960547,1.001863352,1.001444179,1.001399862,1.001557797,1.00135022,1.001421789,1.001281015,1.001297972,1.001244963,0,0.003811705,0.001894249,0.001520124,0.001433462,0.001371008,0.001251215,0.001166643,0.001084163,0.001073381,0.000955036,1.003708969,1.003175529,1.002891582,1.002550233,1.002457649,1.002334174,1.002203031,1.002003629,1.001927677,1.001920278,1.001730636,0,0.002710645,0.002475925,0.002306982,0.002048291,0.002050181,0.002342128,0.001642154,0.001689095,0.001563562,0.001501938
Aimaginotherium_FMOE29263_1_a.sur,6.507808234,9.278406916,8.209777094,10.89490701,11.29873871,12.01072355,11.06779631,12.29722384,12.73820463,12.82164546,12.6201679,0,2.834134688,2.331449142,3.432954834,4.533622229,4.173108372,4.800208742,6.561723904,7.672423676,7.30395631,8.861257493,6.507808234,7.68150777,8.624194896,10.61104481,10.84672379,12.61430318,12.95140419,15.11117715,15.82365999,16.00450553,16.56738092,0,2.088966392,2.679780574,4.577002836,6.316229708,5.636250825,7.256070997,10.52451798,11.72744768,11.26946543,13.42640279,1.033561712,1.040907505,1.038931867,1.041371595,1.036944442,1.040271348,1.037563298,1.037729791,1.037150941,1.034545378,1.034830693,0,0.009428627,0.007869377,0.009623704,0.010826311,0.011670475,0.015050265,0.016761558,0.018380812,0.019464039,0.020740381,1.033561712,1.03401879,1.03514784,1.038531306,1.038702957,1.038153729,1.040409084,1.041400315,1.041869381,1.042686876,1.042185022,0,0.00820194,0.008830566,0.011850525,0.01390066,0.01436827,0.019751234,0.022148928,0.024378183,0.025939584,0.028531469
Aimaginotherium_FMOE29263_1_b.sur,6.373089497,9.347688647,8.252927643,10.12726978,8.760964243,9.435186818,9.4443548,10.18158355,10.22827205,10.83911363,11.07816988,0,2.254433535,2.763248779,2.954990555,2.585707781,2.49876696,2.745706949,3.906693138,4.555052252,5.331010578,4.882179394,6.373089497,8.42645519,9.719370582,10.5032994,10.27600658,10.7999716,9.85581025,12.33575729,12.97451072,12.76871122,12.92427733,0,1.647519423,3.906814652,5.830160307,3.89917427,4.078326878,4.252230541,7.440314748,9.79058196,10.07266288,8.441945172,1.033181902,1.035938979,1.034073959,1.035134866,1.032792542,1.034852444,1.033000037,1.032264996,1.03225491,1.029313316,1.031217661,0,0.002903729,0.003741892,0.005381725,0.006411432,0.00852922,0.008056358,0.011139081,0.012974045,0.013009109,0.013157482,1.033181902,1.033902026,1.034303817,1.034113893,1.034884124,1.035557893,1.035027145,1.03585082,1.036899407,1.035558103,1.034960687,0,0.003247333,0.004417166,0.006195191,0.008251188,0.010555747,0.012233065,0.016011908,0.021466796,0.020355578,0.017568017
Aimaginotherium_FMOE29263_1_c.sur,6.026066587,6.498783601,6.543395931,8.244060205,7.603596607,8.155806738,7.492444401,8.46611985,9.12680501,8.903539043,9.02401791,0,0.75392937,1.637206054,1.28844602,2.018130495,2.450637912,2.588864437,3.023515959,4.529704929,4.592638498,5.368946742,6.026066587,6.127044452,7.133326114,7.6396234,8.479034565,8.628536096,8.970813348,9.205488196,10.85396989,10.91620546,11.01484305,0,0.554853414,1.968570711,1.446834429,3.448375131,3.187973202,3.653686689,3.956964139,6.544343125,8.722170478,8.688920128,1.02821261,1.029726077,1.027869729,1.028817534,1.027559851,1.028034189,1.027940696,1.027849729,1.029032833,1.026364004,1.026851357,0,0.001843855,0.004925369,0.004273426,0.005236379,0.007665062,0.008400837,0.010663583,0.012617142,0.011520415,0.013315108,1.02821261,1.028376487,1.028426336,1.028250718,1.028070666,1.028821616,1.028461092,1.028420795,1.03060054,1.029271634,1.02971628,0,0.002053722,0.00624164,0.005030791,0.006112704,0.009528109,0.010505471,0.013330257,0.016112915,0.015781027,0.017888685
Aimaginotherium_FMOE29263_1_d.sur,5.048298934,6.19540693,6.183830932,7.728955001,7.366604869,6.745328009,7.740536086,8.480919916,8.242390753,8.839049511,8.134931663,0,1.590233424,2.218464046,2.955049389,3.842794506,4.623678392,5.321433821,5.435169626,6.321105639,5.835356808,6.791498068,5.048298934,5.471669751,6.643351875,8.033151599,8.241562066,9.164586218,10.1021563,10.22964187,9.657754338,9.755256301,10.74541849,0,1.177473387,2.468096686,3.810255906,4.461164476,6.275206017,8.44765639,8.29688991,9.242205208,8.17784337,11.19662023,1.025043697,1.029952336,1.02422173,1.02872864,1.024485679,1.022804868,1.02215554,1.023567069,1.024842378,1.025233461,1.021418592,0,0.008186746,0.008793781,0.008965465,0.011866657,0.014851715,0.013079599,0.01475272,0.017431879,0.016090969,0.018880942,1.025043697,1.02504209,1.025969058,1.026468768,1.027406195,1.028103143,1.028115554,1.029286905,1.029180577,1.028185253,1.029721439,0,0.006330314,0.009802746,0.010356287,0.013505315,0.018090116,0.017191098,0.020278649,0.023310071,0.020430428,0.027334468
Aimaginotherium_FMOE29263_2_a.sur,3.752481351,4.529632962,3.272722003,3.513451571,3.507642499,3.480909044,3.053462306,3.289379406,3.152370876,3.064410854,2.957664327,0,1.095679362,1.18729543,1.313722654,1.290162051,1.60715691,1.770527768,1.839933094,1.913656151,2.233421436,2.202215352,3.752481351,3.774835618,3.825036991,3.862332699,3.891587918,3.953046456,3.997810536,4.065941836,4.088663834,4.270819373,4.217031752,0,0.878475346,1.377033044,1.622124036,2.106103642,2.246419355,2.744109062,2.900574835,3.074198265,3.550515911,3.503708593,1.010773954,1.013486611,1.006958117,1.007626826,1.005856215,1.00715978,1.00619769,1.006086322,1.006053111,1.005533152,1.005275677,0,0.005786164,0.004493353,0.004800276,0.004603339,0.003784177,0.004639588,0.004634272,0.004539454,0.005210399,0.004752564,1.010773954,1.009690676,1.009476859,1.009232432,1.009204904,1.008586525,1.008676716,1.008678988,1.008433701,1.008781264,1.008175306,0,0.004546062,0.00518848,0.006230049,0.007451896,0.006677261,0.007813263,0.009165402,0.008545799,0.009596562,0.008908473
Aimaginotherium_FMOE29263_2_b.sur,1.822911812,2.141267782,1.924519739,2.241542399,1.595731584,1.80846652,1.726033182,1.605682254,1.573069645,1.542409302,1.497840111,0,0.715368888,0.318722731,0.74426486,0.875988677,0.85100137,0.940399271,0.933529418,1.042800074,1.106576369,1.06010756,1.822911812,1.841854801,1.866196353,1.872163878,1.915137449,1.93367175,1.967773037,1.923424098,1.984964331,2.012733116,1.933794816,0,0.519824445,0.461573839,0.767671663,1.074215369,1.090498005,1.261167507,1.24231487,1.565271229,1.709660839,1.498260371,1.004025448,1.005147518,1.003200352,1.003210631,1.003014514,1.00327067,1.002927588,1.002975638,1.002764064,1.002636961,1.002453396,0,0.002641533,0.001182775,0.001482793,0.001590481,0.001517744,0.001744794,0.001768199,0.001874136,0.002004781,0.001775243,1.004025448,1.00390218,1.003812122,1.003629653,1.003662999,1.003673672,1.003645478,1.003532365,1.003533654,1.003574451,1.003264784,0,0.001886873,0.001881516,0.001889523,0.0025611,0.002951347,0.003253268,0.002670982,0.003277943,0.003767302,0.003211451
Aimaginotherium_FMOE29263_2_c.sur,2.97620611,3.656634982,3.05222561,2.995771096,2.923612897,3.047121057,3.165417544,2.908418672,2.658399952,2.800340884,2.831066482,0,0.862357956,0.575631939,0.84166595,0.871942733,1.048553023,1.02234676,1.149063468,1.331365132,1.270127563,1.46560091,2.97620611,3.011708595,3.043945633,3.071829449,3.074696214,3.1289908,3.155900992,3.219685905,3.261574675,3.23544322,3.306643801,0,0.744757303,0.694204457,1.072623899,1.148972148,1.336686881,1.297179449,1.576086495,1.81722148,1.812124099,1.890597714,1.00929365,1.010114779,1.006685508,1.007433434,1.006524306,1.00671785,1.005980029,1.005663704,1.005463048,1.005248883,1.004940661,0,0.003244784,0.003030862,0.002517133,0.002508521,0.003153614,0.002801053,0.002805768,0.003101819,0.002998775,0.003101936,1.00929365,1.008550123,1.008451077,1.007654355,1.007290788,1.007299093,1.006798415,1.0065495,1.006533125,1.006273207,1.006041071,0,0.002311577,0.003265284,0.003226376,0.003567151,0.003780194,0.003752925,0.003977934,0.00440829,0.004579048,0.004427136
Aimaginotherium_FMOE29263_2_d.sur,2.904195789,3.800409624,2.431263488,2.841147656,2.347440068,2.813543092,2.587789096,2.687812293,2.804738558,2.828167658,2.546948759,0,1.677298973,1.223236661,1.227035266,1.240926797,1.264655937,1.369075504,1.488038962,1.453811393,1.58249423,1.648789806,2.904195789,2.915271664,2.941269282,2.987472948,2.975144855,3.014866911,3.101152166,3.147551601,3.13909853,3.244784973,3.253890777,0,1.222490875,1.356272976,1.410344199,1.599772585,1.699490026,1.892268371,2.019313373,1.930884371,2.476456439,2.518598203,1.008632269,1.010092147,1.007389799,1.006150906,1.006452586,1.006308687,1.005763057,1.005219972,1.005257018,1.005381819,1.00440897,0,0.004244014,0.003647531,0.002517277,0.003327741,0.002910765,0.002923757,0.00298361,0.003002895,0.003219877,0.003275106,1.008632269,1.007892197,1.008556251,1.007272044,1.00770277,1.007018347,1.00679823,1.006438322,1.006356314,1.006361862,1.006171851,0,0.003012779,0.003987689,0.003481254,0.004300602,0.004496997,0.003965229,0.004596706,0.004127996,0.005646741,0.005781384
Aimaginotherium_FMOE29621_1_a.sur,4.336408555,6.508703069,3.726337306,4.89325163,4.278988464,4.403883221,3.476207495,4.299227608,3.913922757,3.833751818,4.006897135,0,2.877292565,2.227266621,2.554752607,2.755442915,3.389496658,3.322426435,3.493802197,3.739012402,3.99147944,4.237977447,4.336408555,4.356889953,4.402695687,4.451329565,4.643918467,4.865997428,4.842910724,4.973396234,5.019737882,5.217563355,5.314356533,0,2.486406917,2.45049233,2.984448423,3.23967423,3.991396103,3.988613039,4.410264524,4.605657655,5.054220197,5.41626569,1.010733342,1.017081946,1.009737231,1.010336283,1.009661538,1.010656056,1.006388288,1.007365026,1.007054024,1.007181423,1.006940494,0,0.009213936,0.00631198,0.007042003,0.007782861,0.008705553,0.00870806,0.008517571,0.009089402,0.00962023,0.009652796,1.010733342,1.011098212,1.011246734,1.011445024,1.011540692,1.01148163,1.011351475,1.011196915,1.011448142,1.011715383,1.011516341,0,0.00708191,0.007955163,0.008942031,0.010145504,0.010607691,0.010959855,0.011428226,0.012401512,0.013531337,0.013373167
Aimaginotherium_FMOE29621_1_b.sur,5.528770132,6.823945621,6.578846193,6.609076541,6.64638153,6.99994018,7.466608482,7.259837216,7.488719648,7.265555467,7.322652844,0,1.793642918,1.648290982,3.602450269,4.571004296,4.278958882,6.219101029,5.479578221,6.440788676,7.529497538,6.814797169,5.528770132,5.850486542,6.183509047,8.080203436,8.415831339,8.155720364,10.00158806,8.331096501,7.911250669,10.42642043,10.08675735,0,1.334937729,1.999192147,5.53197117,6.233641464,5.584601305,11.79435181,7.031620258,9.776067865,13.00979749,9.939276313,1.022883269,1.029354424,1.018497988,1.026087027,1.016829991,1.018651282,1.020550943,1.018919269,1.017525845,1.017712321,1.017392334,0,0.012370171,0.011900231,0.012656419,0.014740748,0.014038133,0.01627602,0.015944107,0.01644214,0.017194177,0.018283001,1.022883269,1.022774689,1.022934808,1.023725849,1.02442926,1.024125027,1.024810344,1.025020058,1.024766403,1.025035134,1.025852338,0,0.009346078,0.013076374,0.013671418,0.016346225,0.016719432,0.018872367,0.020061802,0.020729958,0.023417169,0.026775954
Aimaginotherium_FMOE29621_1_c.sur,6.909715368,8.208346514,8.205116449,8.977358869,8.685160882,8.862835278,9.224399222,9.315264247,9.450479748,10.09112207,10.22820431,0,2.293016979,2.774145362,2.655026041,3.807910921,3.333959325,3.520915827,4.255559878,4.665537481,4.657498698,5.031266566,6.909715368,7.045087811,8.114802981,9.033503347,9.613104004,9.24632537,9.57131479,10.64000597,11.02032199,10.99946319,11.44212747,0,1.622357412,3.003533565,3.448278361,5.083312666,3.898567043,4.302224422,5.748730827,5.968359687,6.203201694,6.901559999,1.030609676,1.040611342,1.032267635,1.032802066,1.032750314,1.028539259,1.029298669,1.027058423,1.024557382,1.027319903,1.025150038,0,0.015260943,0.010792087,0.011940401,0.011774441,0.013219569,0.012928144,0.014619153,0.015260042,0.015122965,0.015040603,1.030609676,1.031856553,1.031670884,1.03264391,1.032454299,1.031109224,1.031489641,1.031344036,1.031104225,1.03039585,1.029054688,0,0.011418219,0.012616927,0.014210802,0.015208695,0.015948651,0.016324493,0.019159658,0.019797172,0.018949307,0.01946661
Aimaginotherium_FMOE29621_1_d.sur,6.86679265,9.297798251,6.695453158,8.104713304,7.880643226,8.652679421,8.498372051,8.982646865,8.301374565,8.847474537,8.81460945,0,3.04501038,2.266552894,2.894577347,3.225662815,3.301881402,3.67903209,5.00552978,4.810294833,5.29571628,5.628280005,6.86679265,7.115052943,7.311561615,7.867105495,8.544037597,8.714065078,8.888319517,10.17354956,10.09878343,10.65624219,11.10867916,0,2.618092981,2.769430902,3.181593806,4.268992018,3.988191727,4.485971543,8.217320681,7.694724471,8.944749949,10.16348524,1.027840775,1.04155131,1.028264854,1.030624139,1.028331855,1.032644135,1.026571003,1.025058589,1.020507287,1.022111557,1.019134987,0,0.016787584,0.012977893,0.014884657,0.013687181,0.013716907,0.013986028,0.015100271,0.016005534,0.015389807,0.016222691,1.027840775,1.028965866,1.029116518,1.028378354,1.028269,1.027871328,1.027365857,1.027192858,1.027434401,1.026822627,1.027003258,0,0.014695907,0.014006393,0.015338771,0.015105329,0.015066885,0.016019283,0.018261258,0.021240525,0.019061389,0.02310116
Aimaginotherium_FMOE29621_2_a.sur,10.64968266,13.39103567,9.849151373,11.73066536,11.53837596,11.64503361,10.50222572,10.8584228,9.826666352,9.639721736,9.636127397,0,3.273754824,3.425629008,3.584521212,4.009999363,4.684924585,4.607039769,5.430550464,5.788556644,6.037741611,6.330856567,10.64968266,11.07714566,11.17626952,11.10684325,11.55700054,11.8169117,11.80616851,11.9045262,12.15658832,12.29267523,12.7541777,0,2.724054078,4.217531141,4.177236612,5.02779514,5.627649114,5.844883779,6.672769172,7.680101249,7.946119256,8.535376209,1.024714524,1.034797572,1.017626369,1.021166359,1.021190653,1.017326208,1.017816643,1.016800064,1.014780438,1.014594492,1.013893606,0,0.016197484,0.011481804,0.009244735,0.009679732,0.010549098,0.010237059,0.010249109,0.009753814,0.010883808,0.010562,1.024714524,1.024698242,1.023543984,1.021675132,1.020913351,1.020804127,1.0207321,1.019822582,1.019116425,1.019448467,1.019597073,0,0.012181491,0.013786518,0.010219612,0.012577192,0.013736881,0.013517033,0.012607334,0.013108599,0.016393943,0.016418754
